pop_2019,income_group,target_group,proportion,t_start,R0,reduction1,reduction2,immunosenescence,mode,hs_constraints,efficacy,duration_R,duration_V,vaccine_start,vaccine_period,dur_vacc_delay,reduce_inf,seeding_cases,timing1,timing2,strategy,age_target,coverage_children,coverage_middle,coverage_old,deaths_averted_2021,vaccine_n_2021,dapd_2021
2855862789,UMIC,old_middle,76.2,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy2_cov1,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.05,0.8,3627607.159851933,317899224.0124194,0.011411185954043765
2855862789,UMIC,old_middle,76.2,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy3_cov1,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.06,0.8,3670518.782946889,336937719.06077635,0.010893760405271829
2855862789,UMIC,middle_children,90.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2855862789,UMIC,all,100,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy1_cov1,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.8,0.8,0.8,6167099.753776743,2283668346.37684,0.0027005233765932655
2855862789,UMIC,all,100,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy4_cov1,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.8,0.8,0.8,6167099.753776743,2283668346.37684,0.0027005233765932655
2855862789,UMIC,all,100,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy5_cov1,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.8,0.8,0.8,6167099.753776743,2283668346.37684,0.0027005233765932655
2855862789,UMIC,all,100,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy6_cov1,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.8,0.8,0.8,6167099.753776743,2283668346.37684,0.0027005233765932655
2913363391,LMIC,old,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2913363391,LMIC,middle,64.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2913363391,LMIC,children,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2913363391,LMIC,old_middle,70.5,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy2_cov1,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.1,0.8,4002735.8049075366,320489492.5447197,0.012489444733820758
2913363391,LMIC,old_middle,70.5,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy3_cov1,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.03,0.8,3604688.20884931,188350516.44438115,0.01913819126646119
2913363391,LMIC,middle_children,94.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2913363391,LMIC,all,100,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy1_cov1,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.8,0.8,0.8,7252707.4540856425,2329425264.2774854,0.003113517984589733
2913363391,LMIC,all,100,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy4_cov1,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.8,0.8,0.8,7252707.4540856425,2329425264.2774854,0.003113517984589733
2913363391,LMIC,all,100,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy5_cov1,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.8,0.8,0.8,7252707.4540856425,2329425264.2774854,0.003113517984589733
2913363391,LMIC,all,100,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy6_cov1,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.8,0.8,0.8,7252707.4540856425,2329425264.2774854,0.003113517984589733
664957848,LIC,old,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664957848,LIC,middle,56.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664957848,LIC,children,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664957848,LIC,old_middle,59.9,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy2_cov1,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.15,0.8,811920.4479696193,72886229.2066344,0.011139558964805316
664957848,LIC,old_middle,59.9,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy3_cov1,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.02,0.8,610317.0647057137,23799586.13270976,0.025644020080958632
664957848,LIC,middle_children,96.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664957848,LIC,all,100,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy1_cov1,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.8,0.8,0.8,1807904.1540801697,531388882.20142466,0.0034022242742272465
664957848,LIC,all,100,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy4_cov1,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.8,0.8,0.8,1807904.1540801697,531388882.20142466,0.0034022242742272465
664957848,LIC,all,100,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy5_cov1,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.8,0.8,0.8,1807904.1540801697,531388882.20142466,0.0034022242742272465
664957848,LIC,all,100,60,2.5,0.5599999999999999,0.19999999999999996,1,Combined,Present,0.9,365,5000,327,30,7,1,60,60,357,strategy6_cov1,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.8,0.8,0.8,1807904.1540801697,531388882.20142466,0.0034022242742272465
