sensitivity_run,strategy,income_group,target_group,age_target,coverage_children,coverage_middle,coverage_old,t_start,R0,efficacy,reduction2,reduction1,mode,immunosenescence,hs_constraints,reduce_inf,timing1,timing2,duration_R,duration_V,vaccine_start,vaccine_period,dur_vacc_delay,seeding_cases,deaths_averted_2021,vaccine_n_2021,pop_2019,proportion,dapd_2021,total_vaccine_n,total_deaths_averted
default,strategy5_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.9,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,3853714.3540944946,698834419.8604877,2913363391,100,0.005514488474771797,858250656.288061,4568162.753864451
default,strategy5_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.9,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,714448.3997699568,159416236.4275733,664957848,100,0.004481653912928425,858250656.288061,4568162.753864451
default,strategy6_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.51,0.51,0.51,60,2.5,0.9,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,3916549.953019084,617850778.3461329,1212261796,100,0.006338990077026254,1786531888.0569882,10001907.983903605
default,strategy6_cov2,UMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.9,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,2564221.5098147625,542375065.5463281,2855862789,100,0.004727764369536148,1786531888.0569882,10001907.983903605
default,strategy6_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.9,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,3200666.4698214997,553240249.7406191,2913363391,100,0.005785310217978715,1786531888.0569882,10001907.983903605
default,strategy6_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,320470.05124825926,73065794.42390832,664957848,100,0.004386047585946677,1786531888.0569882,10001907.983903605
reduce_efficacy,strategy1_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,787261.2367016994,133262145.08682193,1212261796,100,0.005907613420066059,840631227.9915164,4003979.4514425597
reduce_efficacy,strategy1_cov2,UMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,1179726.6459903368,314005312.2168737,2855862789,100,0.0037570276682947846,840631227.9915164,4003979.4514425597
reduce_efficacy,strategy1_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,1787498.187256797,320297909.76812756,2913363391,100,0.005580736348079249,840631227.9915164,4003979.4514425597
reduce_efficacy,strategy1_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,249493.38149372634,73065860.91969311,664957848,100,0.003414636854384638,840631227.9915164,4003979.4514425597
reduce_efficacy,strategy2_cov2,HIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0,0.52,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,1513974.3608356642,134167195.4984796,1212261796,85.6,0.011284236472341115,845416157.4020151,9038394.174095215
reduce_efficacy,strategy2_cov2,UMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.05,0.8,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,3244104.198195721,317887400.7404729,2855862789,76.2,0.010205199044186864,845416157.4020151,9038394.174095215
reduce_efficacy,strategy2_cov2,LMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.1,0.8,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,3591789.0010993183,320478829.63470864,2913363391,70.5,0.011207570263512715,845416157.4020151,9038394.174095215
reduce_efficacy,strategy2_cov2,LIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.15,0.8,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,688526.613964512,72882731.52835391,664957848,59.9,0.009447047325560943,845416157.4020151,9038394.174095215
reduce_efficacy,strategy3_cov2,HIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.12,0.8,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,2455759.941697532,299904549.10263777,1212261796,85.6,0.008188471795594822,848905437.9222956,9518869.638337478
reduce_efficacy,strategy3_cov2,UMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.06,0.8,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,3279980.688896254,336861867.3451005,2855862789,76.2,0.009736871420759699,848905437.9222956,9518869.638337478
reduce_efficacy,strategy3_cov2,LMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.03,0.8,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,3258066.7206963375,188336881.90371126,2913363391,70.5,0.01729914336355027,848905437.9222956,9518869.638337478
reduce_efficacy,strategy3_cov2,LIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.02,0.8,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,525062.2870473553,23802139.57084608,664957848,59.9,0.022059457532568834,848905437.9222956,9518869.638337478
reduce_efficacy,strategy4_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.7,0.7,0.7,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,3919641.7055036025,848031023.4614502,1212261796,100,0.0046220498980150595,848031023.4614502,3919641.7055036025
reduce_efficacy,strategy5_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,3146131.8031780487,698831797.8334358,2913363391,100,0.004501987191956481,858248286.9449914,3697686.010889724
reduce_efficacy,strategy5_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,551554.2077116753,159416489.11155552,664957848,100,0.003459831607041051,858248286.9449914,3697686.010889724
reduce_efficacy,strategy6_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.51,0.51,0.51,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,3547867.682429915,617851796.6460415,1212261796,100,0.005742263276871941,1786531782.5904067,8434322.02741926
reduce_efficacy,strategy6_cov2,UMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,2007182.6169575232,542373409.1459104,2855862789,100,0.003700739348778706,1786531782.5904067,8434322.02741926
reduce_efficacy,strategy6_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,2629778.346538095,553240715.8787616,2913363391,100,0.004753407099405153,1786531782.5904067,8434322.02741926
reduce_efficacy,strategy6_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.7,0.2,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,249493.38149372634,73065860.91969311,664957848,100,0.003414636854384638,1786531782.5904067,8434322.02741926
immunosenescence,strategy1_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,911867.2021889472,133262557.25583257,1212261796,100,0.006842636228557269,840632032.1400615,4656993.182225135
immunosenescence,strategy1_cov2,UMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,1411727.229035214,314005597.80315256,2855862789,100,0.004495866439681161,840632032.1400615,4656993.182225135
immunosenescence,strategy1_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,2035373.553962537,320297909.76812756,2913363391,100,0.006354626402139183,840632032.1400615,4656993.182225135
immunosenescence,strategy1_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,298025.19703843683,73065967.3129488,664957848,100,0.004078851043769329,840632032.1400615,4656993.182225135
immunosenescence,strategy2_cov2,HIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0,0.52,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,1299948.5709424273,134156842.78274176,1212261796,85.6,0.009689767170859925,845448045.2024678,8273411.184215286
immunosenescence,strategy2_cov2,UMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.05,0.8,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,2909916.2751799608,317887343.62321717,2855862789,76.2,0.00915392302824425,845448045.2024678,8273411.184215286
immunosenescence,strategy2_cov2,LMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.1,0.8,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,3396602.393992491,320521539.5420207,2913363391,70.5,0.010597111192108178,845448045.2024678,8273411.184215286
immunosenescence,strategy2_cov2,LIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.15,0.8,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,666943.9441004064,72882319.25448816,664957848,59.9,0.00915097037145035,845448045.2024678,8273411.184215286
immunosenescence,strategy3_cov2,HIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.12,0.8,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,2303118.4825589107,299899481.8483305,1212261796,85.6,0.007679634750831871,848945640.6830732,8678854.013770338
immunosenescence,strategy3_cov2,UMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.06,0.8,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,2959442.6476667984,336862210.0486352,2855862789,76.2,0.008785320998872278,848945640.6830732,8678854.013770338
immunosenescence,strategy3_cov2,LMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.03,0.8,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,2957847.5366171785,188382913.04528904,2913363391,70.5,0.015701251715467865,848945640.6830732,8678854.013770338
immunosenescence,strategy3_cov2,LIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.02,0.8,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,458445.3469274497,23801035.7408184,664957848,59.9,0.019261571299656645,848945640.6830732,8678854.013770338
immunosenescence,strategy4_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.7,0.7,0.7,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,3920786.0806390266,848031581.1018764,1212261796,100,0.004623396307416541,848031581.1018764,3920786.0806390266
immunosenescence,strategy5_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,3695857.2547892295,698833429.3169347,2913363391,100,0.005288609702603517,858249785.4369206,4363968.997862293
immunosenescence,strategy5_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,668111.7430730641,159416356.1199859,664957848,100,0.00419098616562409,858249785.4369206,4363968.997862293
immunosenescence,strategy6_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.51,0.51,0.51,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,3914749.016894947,617850632.8747174,1212261796,100,0.006336076728902125,1786533407.4233356,9683107.86108325
immunosenescence,strategy6_cov2,UMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,2407393.518274501,542376207.8914436,2855862789,100,0.004438604576025834,1786533407.4233356,9683107.86108325
immunosenescence,strategy6_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,3062940.128875366,553240599.3442259,2913363391,100,0.005536361815286096,1786533407.4233356,9683107.86108325
immunosenescence,strategy6_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,0.5,Present,1,60,357,365,5000,327,30,7,60,298025.19703843683,73065967.3129488,664957848,100,0.004078851043769329,1786533407.4233356,9683107.86108325
mode_disease,strategy1_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,409797.8265670243,133262290.55823743,1212261796,100,0.0030751221883578315,840632383.0900124,2208620.862783428
mode_disease,strategy1_cov2,UMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,625930.2997437284,314006911.5000355,2855862789,100,0.001993364721666827,840632383.0900124,2208620.862783428
mode_disease,strategy1_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,991788.1417806351,320297094.02637804,2913363391,100,0.0030964631283821654,840632383.0900124,2208620.862783428
mode_disease,strategy1_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,181104.59469204,73066087.00536144,664957848,100,0.0024786409415732216,840632383.0900124,2208620.862783428
mode_disease,strategy2_cov2,HIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0,0.52,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,1375443.3865501233,134229626.9809736,1212261796,85.6,0.010246943372233953,845481829.9218624,8549391.955538383
mode_disease,strategy2_cov2,UMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.05,0.8,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,3137788.9941496174,317890942.0103313,2855862789,76.2,0.00987064612255495,845481829.9218624,8549391.955538383
mode_disease,strategy2_cov2,LMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.1,0.8,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,3376934.8604125287,320478130.42749476,2913363391,70.5,0.010537177235488552,845481829.9218624,8549391.955538383
mode_disease,strategy2_cov2,LIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.15,0.8,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,659224.7144261136,72883130.50306273,664957848,59.9,0.009044956080727232,845481829.9218624,8549391.955538383
mode_disease,strategy3_cov2,HIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.12,0.8,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,2207968.7815479483,299914319.9327135,1212261796,85.6,0.007361998526923661,848938916.8508216,9083689.547451185
mode_disease,strategy3_cov2,UMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.06,0.8,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,3155824.3388347104,336887455.87569,2855862789,76.2,0.00936759230358282,848938916.8508216,9083689.547451185
mode_disease,strategy3_cov2,LMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.03,0.8,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,3180168.6276751016,188334376.41119498,2913363391,70.5,0.016885757599195608,848938916.8508216,9083689.547451185
mode_disease,strategy3_cov2,LIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.02,0.8,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,539727.7993934256,23802764.631223198,664957848,59.9,0.02267500467930685,848938916.8508216,9083689.547451185
mode_disease,strategy4_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.7,0.7,0.7,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,2524959.2393462416,848030926.4805064,1212261796,100,0.00297743768594067,848030926.4805064,2524959.2393462416
mode_disease,strategy5_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,2048430.083335643,698828418.3319023,2913363391,100,0.002931234663045371,858245186.7257539,2442945.9837816637
mode_disease,strategy5_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,394515.9004460209,159416768.39385167,664957848,100,0.0024747453133119493,858245186.7257539,2442945.9837816637
mode_disease,strategy6_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.51,0.51,0.51,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,1858893.6332472828,617850026.7438194,1212261796,100,0.0030086486247220645,1786530696.8619108,4781096.803512232
mode_disease,strategy6_cov2,UMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,1078975.2338297633,542373808.9667008,2855862789,100,0.0019893571850111355,1786530696.8619108,4781096.803512232
mode_disease,strategy6_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,1662123.3417431465,553240774.1460294,2913363391,100,0.003004339917477638,1786530696.8619108,4781096.803512232
mode_disease,strategy6_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Disease,1,Present,1,60,357,365,5000,327,30,7,60,181104.59469204,73066087.00536144,664957848,100,0.0024786409415732216,1786530696.8619108,4781096.803512232
lower_Rt2,strategy1_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,951080.7194088775,133261951.12493457,1212261796,100,0.0071369262672525986,840631301.2461109,4295785.107862759
lower_Rt2,strategy1_cov2,UMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,1408115.1337796869,314005597.80315256,2855862789,100,0.004484363156679844,840631301.2461109,4295785.107862759
lower_Rt2,strategy1_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,1507993.5995603264,320297851.50085974,2913363391,100,0.004708097767419082,840631301.2461109,4295785.107862759
lower_Rt2,strategy1_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,428595.65511386876,73065900.817164,664957848,100,0.005865877931025067,840631301.2461109,4295785.107862759
lower_Rt2,strategy2_cov2,HIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0,0.52,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,841593.5981366233,134158224.76118919,1212261796,85.6,0.006273142027890704,845445430.8014045,5783853.120039334
lower_Rt2,strategy2_cov2,UMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.05,0.8,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,2028301.15110962,317915388.19580513,2855862789,76.2,0.006380003065030569,845445430.8014045,5783853.120039334
lower_Rt2,strategy2_cov2,LMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.1,0.8,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,2131800.6381505337,320485588.6377758,2913363391,70.5,0.006651783149475625,845445430.8014045,5783853.120039334
