t_start,R0,reduction1,reduction2,coverage,age_target,income_group,immunosenescence,mode,hs_constraints,efficacy,duration_R,duration_V,dur_vacc_delay,vaccine_start,vaccine_period,seeding_cases,timing1,timing2,run_number,directory_out
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,21,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,22,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,23,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,24,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,25,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,26,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,27,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,28,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,29,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,30,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,31,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,32,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,33,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,34,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,35,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,36,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,37,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,38,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,39,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,40,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,41,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,42,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,43,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,44,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,45,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,46,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,47,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,48,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,49,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,50,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,51,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,52,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,53,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,54,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,55,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,56,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,57,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,58,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,59,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,60,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,61,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,62,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,63,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,64,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,65,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,66,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,67,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,68,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,69,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,70,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,71,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,72,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,73,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,74,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,75,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,76,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,77,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,78,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,79,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,80,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,81,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,82,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,83,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,84,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,85,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,86,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,87,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,88,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,89,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,90,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,91,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,92,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,93,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,94,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,95,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,96,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_1_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,97,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_1_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,98,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_1_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,99,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_1_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,100,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,101,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,102,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,103,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,104,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,105,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,106,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,107,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,109,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,110,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,111,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,112,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,113,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,114,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,115,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,116,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,117,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,118,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,119,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,120,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,121,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,122,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,123,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,124,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,126,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,127,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,0_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,128,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,129,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,130,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,131,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,132,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,133,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0,UMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,134,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0,LMIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,135,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0,LIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,136,default
60,2.5,0.5599999999999999,0.19999999999999996,0.8,1_1_1_0_1_1_0_0_0_0_0_0_0_0_0_0_0,HIC,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,137,default
